Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
烏賊王,1階進化,11485,https://asia.pokemon-card.com/hk/card-img/hk00011485.png,寶可夢,120,Darkness,,,勾結觸手,Darkness,,選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。然後，新上場的寶可夢受到120點傷害。在這個回合，若沒有從手牌使出「‌‌庫瑟洛斯奇的企圖」，則這個招式失敗。,迴轉攻擊,"Darkness,Colorless,Colorless",90,,,Grass,,,3,34,normal,H,強化擴充包「黑夜漫遊者」,SV6a,akagi,要是盯著牠的發光體看，<br/>就會馬上陷入催眠狀態，<br/>並且受到牠的控制。,好啦魷 → 烏賊王,,A,18.00,Base:5.0|Meta:0.0|Exp:3.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:3.0|Mod:1.00,"切換效果, 條件傷害, 條件失敗",無
巨鉗螳螂,1階進化,9588,https://asia.pokemon-card.com/hk/card-img/hk00009588.png,寶可夢,140,Metal,,,懲罰之剪,Metal,10+,增加對手的場上擁有特性的寶可夢的數量×50點傷害。,居合斬,"Metal,Metal",70,,,Fire,,Grass,2,77,normal,G,擴充包「黯焰支配者」,SV3,otumami,不管抓到多麼堅硬的東西，都能用含有鋼鐵成分的鉗子夾得粉碎。,飛天螳螂 → 巨鉗螳螂 → 劈斧螳螂 → 巨鉗螳螂GX → 巨鉗螳螂ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,備戰傷害加成,特性效果
普隆隆姆ex,1階進化,9596,https://asia.pokemon-card.com/hk/card-img/hk00009596.png,寶可夢,280,Metal,調節,這隻寶可夢身上最多可附有4張「寶可夢道具」卡。（這個特性消除時，自己將「寶可夢道具」卡丟棄直到變為1張為止。）,瘋狂甩尾,"Metal,Metal,Colorless",170,在下個對手的回合，這隻寶可夢受到招式的傷害「-30」點。,[ex規則],,,寶可夢【ex】【昏厥】時，對手獲得2張獎賞卡。,,Fire,,Grass,1,85,normal,G,擴充包「黯焰支配者」,SV3,takuyoa,,噗隆隆 → 普隆隆姆 → 普隆隆姆ex,ex,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"其他效果, 獎賞控制, 道具消除",特性效果
普隆隆姆ex,1階進化,11466,https://asia.pokemon-card.com/hk/card-img/hk00011466.png,寶可夢,280,Lightning,,,暴衝閃光,Metal,20+,在這個回合，若從備戰區將這隻寶可夢放置於戰鬥場，則增加120點傷害。,高速破壞,"Metal,Metal,Metal",250,將這隻寶可夢與附加的卡全部丟棄。,,Fighting,,,1,15,normal,H,強化擴充包「黑夜漫遊者」,SV6a,PLANETA Mochizuki,,噗隆隆 → 普隆隆姆 → 普隆隆姆ex,"太晶,ex",A+,20.00,Base:5.0|Meta:0.0|Exp:3.0|Func:2.0|Syn:4.0|Eff:0.0|Dmg:6.0|Mod:1.00,"其他效果, 條件傷害",放置效果
七夕青鳥,1階進化,9597,https://asia.pokemon-card.com/hk/card-img/hk00009597.png,寶可夢,120,Dragon,,,滑翔,Colorless,30,,熟睡歌曲,"Water,Metal",110,將對手的戰鬥寶可夢【睡眠】。因這個【睡眠】的擲硬幣次數改為2次，若沒有全部為正面則無法恢復。,,,,,1,86,normal,G,擴充包「黯焰支配者」,SV3,kurumitsu,只要與牠心意相通的人在場，牠就會用柔軟的美麗翅膀輕輕包住對方，哼唱起旋律。,青綿鳥 → 七夕青鳥 → 七夕青鳥GX → 七夕青鳥ex,,A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:4.0|Eff:0.0|Dmg:3.0|Mod:1.00,"狀態異常, 硬幣判定",無
七夕青鳥,1階進化,11967,https://asia.pokemon-card.com/hk/card-img/hk00011967.png,寶可夢,120,Dragon,,,哼唱充能,Water,,從自己的牌庫選擇最多2張基本能量卡，以任意方式附於自己的寶可夢身上。並且重洗牌庫。,棉花之翼,"Water,Metal",100,擲1次硬幣若為正面，則在下個對手的回合，這隻寶可夢不會受到招式的傷害。,,,,,1,41,normal,H,強化擴充包「樂園騰龍」,SV7a,rika,在晴朗的日子會混在雲朵中，<br/>自在地在空中來回飛行。<br/>會用美妙的高音歌唱。,青綿鳥 → 七夕青鳥 → 七夕青鳥GX → 七夕青鳥ex,,A,18.00,Base:5.0|Meta:0.0|Exp:3.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:3.0|Mod:1.00,"傷害防禦, 搜索效果, 效果免疫, 硬幣判定",無
青綿鳥,基礎,9605,https://asia.pokemon-card.com/hk/card-img/hk00009605.png,寶可夢,50,Colorless,,,蓬蓬防守,Colorless,,在下個對手的回合，這隻寶可夢受到招式的傷害「-20」點。,羽擊,"Colorless,Colorless",20,,,Lightning,,Fighting,1,94,normal,G,擴充包「黯焰支配者」,SV3,Oswaldo KATO,從不疏於打理絲綿般的翅膀。一弄髒就會到水裡洗乾淨。,青綿鳥 → 七夕青鳥 → 七夕青鳥GX → 七夕青鳥ex,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,其他效果,無
青綿鳥,基礎,10078,https://asia.pokemon-card.com/hk/card-img/hk00010078.png,寶可夢,50,Colorless,,,啄,Colorless,10,,療傷,"Colorless,Colorless",,將自己的1隻寶可夢恢復「30」HP。,,Lightning,,Fighting,1,54,normal,G,擴充包「未來閃光」,SV4M,HYOGONOSUKE,如果自己和周圍不乾淨，就靜不下心來的性格。見到髒污會用羽毛擦掉。,青綿鳥 → 七夕青鳥 → 七夕青鳥GX → 七夕青鳥ex,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,回復效果,無
青綿鳥,基礎,11974,https://asia.pokemon-card.com/hk/card-img/hk00011974.png,寶可夢,50,Colorless,,,魅惑之聲,Colorless,10,將對手的戰鬥寶可夢【混亂】。,,,,,,Lightning,,Fighting,1,48,normal,H,強化擴充包「樂園騰龍」,SV7a,sowsow,如果自己和周圍不乾淨，<br/>就靜不下心來的性格。<br/>見到髒污會用羽毛擦掉。,青綿鳥 → 七夕青鳥 → 七夕青鳥GX → 七夕青鳥ex,,C+,10.00,Base:5.0|Meta:0.0|Exp:3.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,狀態異常,無
掘掘兔,基礎,9606,https://asia.pokemon-card.com/hk/card-img/hk00009606.png,寶可夢,70,Colorless,,,踏踏,Colorless,10×,擲2次硬幣，造成正面出現的次數×10點傷害。,,,,,,Fighting,,,1,95,normal,G,擴充包「黯焰支配者」,SV3,Lee HyunJung,對危險很敏感。只要聽到鋼鎧鴉拍打翅膀的聲音，就會馬上挖洞鑽進地下藏身。,掘掘兔 → 掘地兔,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"傷害效果, 硬幣判定",無
配樂之笛,,11375,https://asia.pokemon-card.com/hk/card-img/hk00011375.png,物品卡,,,,,,,,將對手的牌庫上方5張卡翻到正面，從其中選擇任意數量的【基礎】寶可夢卡，放置於對手的備戰區。將剩餘卡放回牌庫並重洗。,,,,,,,,,,91,normal,H,擴充包「變幻假面」,SV6,AYUMI ODASHIMA,,,,B+,14.00,Base:7.0|Meta:0.0|Exp:3.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
巡邏帽子,,9612,https://asia.pokemon-card.com/hk/card-img/hk00009612.png,寶可夢道具,,,,,,,,只要附有這張卡的寶可夢在戰鬥場上，自己的牌庫不會受到對手的招式・特性・物品卡・寶可夢道具卡・支援者卡的卡牌效果影響而丟棄牌庫。,[寶可夢道具規則],,,在自己的回合時，寶可夢道具卡可不限張數附於自己的寶可夢身上。1隻寶可夢只可附上1張寶可夢道具卡，並且保持附加狀態。,,,,,,101,normal,G,擴充包「黯焰支配者」,SV3,Toyste Beach,,,,B,13.00,Base:6.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"其他效果, 效果免疫","丟棄效果, 特性效果"
復仇拳箱,,9613,https://asia.pokemon-card.com/hk/card-img/hk00009613.png,寶可夢道具,,,,,,,,附有這張卡的寶可夢受到對手的寶可夢招式的傷害而【昏厥】時，在使用招式的寶可夢身上放置4個傷害指示物。,[寶可夢道具規則],,,在自己的回合時，寶可夢道具卡可不限張數附於自己的寶可夢身上。1隻寶可夢只可附上1張寶可夢道具卡，並且保持附加狀態。,,,,,,102,normal,G,擴充包「黯焰支配者」,SV3,Ayaka Yoshida,,,,B,11.00,Base:6.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"傷害指示物, 其他效果",無
除蟲噴霧,,14263,https://asia.pokemon-card.com/hk/card-img/hk00014263.png,物品卡,,,,,,,,將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。],,,,,,,,,,60,normal,I,擴充包「超級勇氣」,M1L,Studio Bora Inc.,,,,B,11.00,Base:7.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
馬志士的交易,,14264,https://asia.pokemon-card.com/hk/card-img/hk00014264.png,支援者卡,,,,,,,,詢問對手是否希望「雙方玩家各自獲得1張獎賞卡。」。若對手希望，則雙方玩家各自獲得1張獎賞卡。若不希望，則自己從牌庫抽出4張卡。,,,,,,,,,,61,normal,I,擴充包「超級勇氣」,M1L,Hideki Ishikawa,,,,B+,14.00,Base:8.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 獎賞控制",大量抽卡
高科技雷達,,11019,https://asia.pokemon-card.com/hk/card-img/hk00011019.png,物品卡,,,,,,,,這張卡必須將自己的1張手牌丟棄才可使用。 <br/><br/> 從自己的牌庫選擇最多2張「未來」寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,85,promo,G,特典卡 朱&紫,SV,inose yukie,,,,B,13.00,Base:7.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",丟棄效果
高級香氛,,11172,https://asia.pokemon-card.com/hk/card-img/hk00011172.png,物品卡,,,,,,,,從自己的牌庫選擇最多3張【1階進化】寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,55,normal,H,強化擴充包「緋紅薄霧」,SV5a,Toyste Beach,,,,B+,16.00,Base:7.0|Meta:0.0|Exp:2.0|Func:7.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果, 進化支援",無
高級球,,14372,https://asia.pokemon-card.com/hk/card-img/hk00014372.png,物品卡,,,,,,,,這張卡必須將自己的2張手牌丟棄才可使用。<br/> <br/>從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,14,normal,I,挑戰牌組 「超級蒂安希ex」,MBD,Ayaka Yoshida,,,,A,18.00,Base:7.0|Meta:5.0|Exp:-1.0|Func:4.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",丟棄效果
高溫燃燒器,,14538,https://asia.pokemon-card.com/hk/card-img/hk00014538.png,物品卡,,,,,,,,這張卡必須從自己的手牌將1張「基本【火】能量」卡丟棄才可使用。<br/><br/>從對手的場上寶可夢身上附加的「寶可夢道具」卡「特殊能量」卡與場上的「競技場」卡中選擇1張，將其丟棄。,,,,,,,,,,74,normal,I,擴充包「烈獄狂火X」,M2,Toyste Beach,,,,B,13.00,Base:7.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,能量操作,"丟棄效果, 競技場效果"
噗隆隆[進化前分岐α],基礎,9741,https://asia.pokemon-card.com/hk/card-img/hk00009741.png,寶可夢,60,Metal,,,迴轉抽出,Metal,10,從自己的牌庫抽出1張卡。,,,,,,Fire,,Grass,1,117,high,G,擴充包「黯焰支配者」,SV3,Souichirou Gunjima,據說牠是神秘的毒寶可夢<br/>鑽進了被放置在廢鐵工廠<br/>的引擎裡而誕生的。,噗隆隆[進化前分岐α],,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
愛吃豚[進化前分岐α],基礎,9744,https://asia.pokemon-card.com/hk/card-img/hk00009744.png,寶可夢,60,Colorless,,,撞擊,Colorless,20,,,,,,,Fighting,,,1,120,high,G,擴充包「黯焰支配者」,SV3,Narumi Sato,一整天都在覓食。<br/>雖然擁有優秀的嗅覺，<br/>但卻只被用在覓食上。,愛吃豚[進化前分岐α],,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
雪妖女ex,1階進化,9846,https://asia.pokemon-card.com/hk/card-img/hk00009846.png,寶可夢,250,Grass,鏡花水月,這隻寶可夢在戰鬥場【昏厥】時，自己擲1次硬幣。若為正面，則被獲得的獎賞卡減少1張。,冰霜子彈,"Water,Water",140,對手的1隻備戰寶可夢也受到20點傷害。[在備戰區不計算弱點・抵抗力。],,,,,,Fire,,,1,1,normal,G,強化擴充包「激狂駭浪」,SV3a,5ban Graphics,,雪童子 → 雪妖女 → 冰鬼護 → 雪妖女ex,"太晶,ex",B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"昏厥條件, 獎賞控制, 硬幣判定, 連鎖傷害",無
鐵炮魚,基礎,9848,https://asia.pokemon-card.com/hk/card-img/hk00009848.png,寶可夢,70,Water,,,潑灑清水,Colorless,10,,,,,,,Lightning,,,1,3,normal,G,強化擴充包「激狂駭浪」,SV3a,Midori Harada,會用變成吸盤狀的背鰭吸附在巨翅飛魚身上，<br/>吃牠平常吃剩下的東西。,鐵炮魚 → 章魚桶,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
鐵炮魚,基礎,13013,https://asia.pokemon-card.com/hk/card-img/hk00013013.png,寶可夢,60,Water,,,抓狂,Water,10×,造成這隻寶可夢身上放置的傷害指示物的數量×10點傷害。,潑水,"Colorless,Colorless",20,,,Lightning,,,1,19,normal,I,擴充包「對戰搭檔」,SV9,Minahamu,會用變成吸盤狀的背鰭<br/>吸附在巨翅飛魚身上，<br/>吃牠平常吃剩下的東西。,鐵炮魚 → 章魚桶,,C,8.00,Base:5.0|Meta:0.0|Exp:3.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"備戰傷害加成, 傷害指示物, 傷害效果",無
章魚桶,1階進化,9849,https://asia.pokemon-card.com/hk/card-img/hk00009849.png,寶可夢,110,Water,吸盤抽出,在自己的回合，從手牌使出這張卡並完成進化時，可使用1次。從自己的牌庫抽出3張卡。,煙幕彈,"Water,Colorless",60,在下個對手的回合，受到這個招式的寶可夢使用招式時，對手擲1次硬幣。若為反面，則那個招式失敗。,,,,,,Lightning,,,2,4,normal,G,強化擴充包「激狂駭浪」,SV3a,Yuka Morii,有著堅硬結實的腦袋。會用帶有吸盤的腳纏住對手，<br/>然後不停地用頭猛撞。,鐵炮魚 → 章魚桶,,A+,21.00,Base:5.0|Meta:0.0|Exp:2.0|Func:10.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"抽卡效果, 搜索效果, 條件失敗, 硬幣判定",進化效果
章魚桶,1階進化,13014,https://asia.pokemon-card.com/hk/card-img/hk00013014.png,寶可夢,110,Water,,,水流清洗,Water,20,若希望，選擇1個對手的戰鬥寶可夢身上附加的能量，放回對手的手牌。,狂擊,"Water,Colorless,Colorless",90×,擲硬幣直到出現反面，造成正面出現的次數×90點傷害。,,Lightning,,,2,20,normal,I,擴充包「對戰搭檔」,SV9,Toshinao Aoki,有著堅硬結實的腦袋。<br/>會用帶有吸盤的腳纏住對手，<br/>然後不停地用頭猛撞。,鐵炮魚 → 章魚桶,,A+,21.00,Base:5.0|Meta:0.0|Exp:3.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:6.0|Mod:1.00,"傷害效果, 硬幣判定, 能量操作",無
雪童子,基礎,9850,https://asia.pokemon-card.com/hk/card-img/hk00009850.png,寶可夢,60,Water,,,冰礫,Water,10+,若對手的戰鬥寶可夢為【鬥】寶可夢，則增加30點傷害。,,,,,,Metal,,,1,5,normal,G,強化擴充包「激狂駭浪」,SV3a,satoma,據說，好幾隻雪童子會聚集在大大的樹葉底下，<br/>融洽地生活在一起。,雪童子 → 雪妖女 → 冰鬼護 → 雪妖女ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,條件傷害,無
雪童子,基礎,11315,https://asia.pokemon-card.com/hk/card-img/hk00011315.png,寶可夢,60,Water,,,驚嚇,"Water,Colorless",20,在不看正面的情況下，從對手的手牌選擇1張，查看那張卡的正面後放回對手的牌庫並重洗。,,,,,,Metal,,,1,31,normal,H,擴充包「變幻假面」,SV6,Mékayu,據說雪童子到訪過的家<br/> 將會變得富有。對牠來說<br/> 零下１００度根本不算什麼。,雪童子 → 雪妖女 → 冰鬼護 → 雪妖女ex,,B,12.00,Base:5.0|Meta:0.0|Exp:3.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,無
烈咬陸鯊ex,2階進化,9851,https://asia.pokemon-card.com/hk/card-img/hk00009851.png,寶可夢,320,Water,,,水炮著陸,Fighting,160,從自己的棄牌區選擇最多3張「基本【鬥】能量」卡，以任意方式附於備戰寶可夢身上。,音波奇襲,"Colorless,Colorless",,將2個這隻寶可夢身上附加的能量丟棄，對手的1隻寶可夢受到120點傷害。[在備戰區不計算弱點・抵抗力。],,Lightning,,,0,6,normal,G,強化擴充包「激狂駭浪」,SV3a,5ban Graphics,,圓陸鯊 → 尖牙陸鯊 → 烈咬陸鯊 → 烈咬陸鯊ex,"太晶,ex",A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"搜索效果, 能量操作, 連鎖傷害",丟棄效果
小球飛魚,基礎,9852,https://asia.pokemon-card.com/hk/card-img/hk00009852.png,寶可夢,30,Water,,,吐泡泡治療,,,將自己的1隻備戰寶可夢恢復「120」HP。,,,,,,Lightning,,,0,7,normal,G,強化擴充包「激狂駭浪」,SV3a,miki kudo,混在鐵炮魚的大群裡游泳。受到敵人襲擊的時候，<br/>會和鐵炮魚們並肩作戰。,小球飛魚,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,回復效果,無
帕路奇亞,基礎,9853,https://asia.pokemon-card.com/hk/card-img/hk00009853.png,寶可夢,130,Water,,,瞬間移動突擊,"Colorless,Colorless",30,若希望，將這隻寶可夢與備戰寶可夢互換。,獎賞反擊,"Water,Colorless,Colorless",80+,若自己剩餘獎賞卡的張數，比對手剩餘獎賞卡的張數多，則增加80點傷害。,,Lightning,,,2,8,normal,G,強化擴充包「激狂駭浪」,SV3a,Ryuta Fuse,擁有扭曲空間的能力。在神奧地區的神話裡<br/>被描述為神。,帕路奇亞,,A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"切換效果, 條件傷害, 獎賞控制",無
帕路奇亞,基礎,11969,https://asia.pokemon-card.com/hk/card-img/hk00011969.png,寶可夢,130,Dragon,,,空間粉碎,"Grass,Water",40×,造成這隻寶可夢身上附加的基本能量的數量×40點傷害。,,,,,,,,,2,43,normal,H,強化擴充包「樂園騰龍」,SV7a,danciao,據說住在互相平行的<br/>空間之間的狹縫。<br/>是在神話中登場的寶可夢。,帕路奇亞,,A,19.00,Base:5.0|Meta:0.0|Exp:3.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"備戰傷害加成, 傷害效果, 能量操作",無
膽小蟲,基礎,9854,https://asia.pokemon-card.com/hk/card-img/hk00009854.png,寶可夢,70,Water,,,躲藏,Water,,擲1次硬幣若為正面，則在下個對手的回合，這隻寶可夢不會受到招式的傷害與效果的影響。,咬,"Water,Colorless",20,,,Lightning,,,2,9,normal,G,強化擴充包「激狂駭浪」,SV3a,Shigenori Negishi,成群聚集，隨時保持警惕。只要察覺到有敵人，<br/>就會分散開來四處逃竄。,膽小蟲 → 具甲武者 → 具甲武者GX → 具甲武者ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"傷害防禦, 效果免疫, 硬幣判定",無
膽小蟲,基礎,9979,https://asia.pokemon-card.com/hk/card-img/hk00009979.png,寶可夢,70,Water,,,暗中偷吃,Colorless,,擲1次硬幣若為正面，則在不看正面的情況下，從對手的手牌選擇1張，將其丟棄。,衝撞,"Water,Colorless,Colorless",30,,,Lightning,,,2,21,normal,G,擴充包「古代咆哮」,SV4K,sowsow,成群聚集，隨時保持警惕。只要察覺到有敵人，<br/>就會分散開來四處逃竄。,膽小蟲 → 具甲武者 → 具甲武者GX → 具甲武者ex,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:1.0|Mod:1.00,"情報收集, 硬幣判定",丟棄效果
具甲武者,1階進化,9855,https://asia.pokemon-card.com/hk/card-img/hk00009855.png,寶可夢,140,Water,,,力量交錯,Water,20×,造成對手的手牌的張數×20點傷害。,攀瀑,"Water,Water,Colorless",130,,,Lightning,,,2,10,normal,G,強化擴充包「激狂駭浪」,SV3a,nagimiso,生活在海底的洞窟或沉船裡。會去和八爪武師決戰，<br/>輸掉的一方便會成為對方的食物。,膽小蟲 → 具甲武者 → 具甲武者GX → 具甲武者ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"傷害效果, 棄牌區傷害加成",無
燈籠魚,基礎,9857,https://asia.pokemon-card.com/hk/card-img/hk00009857.png,寶可夢,60,Lightning,,,光照,Colorless,,查看自己的牌庫上方1張卡，回復原樣。若希望，將那張卡放回牌庫下方。,小電氣,"Lightning,Colorless",20,,,Fighting,,,1,12,normal,G,強化擴充包「激狂駭浪」,SV3a,yuu,在黑暗的海底，觸手上不斷閃爍的亮光<br/>是牠唯一的通訊手段。,燈籠魚 → 電燈怪,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:1.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,情報收集,無
燈籠魚,基礎,11821,https://asia.pokemon-card.com/hk/card-img/hk00011821.png,寶可夢,70,Lightning,,,雙重伏特,"Colorless,Colorless",20×,擲2次硬幣，造成正面出現的次數×20點傷害。,,,,,,Fighting,,,2,30,normal,H,擴充包「星晶奇跡」,SV7,Souichirou Gunjima,會從２根觸手的前端<br/> 釋放正負電流來麻痺對手。,燈籠魚 → 電燈怪,,C+,10.00,Base:5.0|Meta:0.0|Exp:3.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"傷害效果, 硬幣判定",無
