Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
能量再利用,,00004645,https://asia.pokemon-card.com/hk/card-img/hk00004645.png,物品卡,,,,,,,,從自己的棄牌區抽出5張基本能量卡，在給對手看過後，放回牌庫並重洗。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,128,normal,I,擴充包「眾星雲集組合篇」SET A,AC1a,Toyste Beach,,,,B+,15.00,Base:7.0|Meta:1.0|Exp:-1.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 能量回收",大量抽卡
艾莉絲的鬥志,,00013819,https://asia.pokemon-card.com/hk/card-img/hk00013819.png,支援者卡,,,,,,,,這張卡必須將自己的1張手牌丟棄才可使用。 <br/><br/>從牌庫抽卡直到自己的手牌滿6張為止。,,,,,,,,,,019,normal,I,ex初階牌組 皮卡丘,SVQP,yuu,,,,B,13.00,Base:8.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,抽卡效果,無
滑稽演員,,00013820,https://asia.pokemon-card.com/hk/card-img/hk00013820.png,支援者卡,,,,,,,,雙方玩家各將手牌全部放回牌庫並重洗。然後，自己擲1次硬幣，若為正面，則從牌庫抽卡，自己抽出5張，對手抽出3張。若為反面，則從牌庫抽卡，自己抽出3張，對手抽出5張。,,,,,,,,,,020,normal,I,ex初階牌組 皮卡丘,SVQP,Teeziro,,,,A+,22.00,Base:8.0|Meta:0.0|Exp:2.0|Func:8.0|Syn:4.0|Eff:0.0|Dmg:0.0|Mod:1.00,"牌庫重洗, 硬幣判定",大量抽卡
希特隆的機智,,00013821,https://asia.pokemon-card.com/hk/card-img/hk00013821.png,支援者卡,,,,,,,,將自己的所有【雷】寶可夢各恢復「60」HP。,,,,,,,,,,021,normal,H,ex初階牌組 皮卡丘,SVQP,Naoki Saito,,,,B,12.00,Base:8.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,回復效果,無
短褲小子,,00013822,https://asia.pokemon-card.com/hk/card-img/hk00013822.png,支援者卡,,,,,,,,將自己的手牌全部放回牌庫並重洗。然後，從牌庫抽出5張卡。,,,,,,,,,,022,normal,G,ex初階牌組 皮卡丘,SVQP,Hitoshi Ariga,,,,B+,16.00,Base:8.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 牌庫重洗",大量抽卡
黑連,,00013823,https://asia.pokemon-card.com/hk/card-img/hk00013823.png,支援者卡,,,,,,,,從自己的牌庫抽出3張卡。,,,,,,,,,,023,normal,I,ex初階牌組 皮卡丘,SVQP,Atsushi Furusawa,,,,B,13.00,Base:8.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
基本【雷】能量,,00013824,https://asia.pokemon-card.com/hk/card-img/hk00013824.png,基本能量卡,,,,,,,,,,,,,,,,,,LIG,n/a,I,ex初階牌組 皮卡丘,SVQP,,,,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
烈咬陸鯊ex,2階進化,00011691,https://asia.pokemon-card.com/hk/card-img/hk00011691.png,寶可夢,320,Water,,,水炮著陸,Fighting,160,從自己的棄牌區選擇最多3張「基本【鬥】能量」卡，以任意方式附於備戰寶可夢身上。,音波奇襲,"Colorless,Colorless",,將2個這隻寶可夢身上附加的能量丟棄，對手的1隻寶可夢受到120點傷害。[在備戰區不計算弱點・抵抗力。],,Lightning,,,0,001,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,PLANETA Mochizuki,,圓陸鯊 → 尖牙陸鯊 → 烈咬陸鯊 → 烈咬陸鯊ex,"太晶,ex",A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"搜索效果, 能量操作, 連鎖傷害",丟棄效果
固拉多,基礎,00011694,https://asia.pokemon-card.com/hk/card-img/hk00011694.png,寶可夢,130,Fighting,,,充溢之力,Colorless,,從自己的手牌選擇1張「基本【鬥】能量」卡，附於自己的寶可夢身上。,熔岩光芒,"Fighting,Fighting,Colorless",60×,將最多4張自己的場上寶可夢身上附加的能量卡丟棄，造成其張數×60點傷害。,,Grass,,,3,004,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,Uta,與蓋歐卡殊死戰鬥後， 便一直沉睡著。 被稱為大地化身的傳說的寶可夢。,固拉多,,A+,20.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:8.0|Mod:1.00,"傷害效果, 棄牌區傷害加成, 能量操作, 能量附著",無
圓陸鯊,基礎,00011695,https://asia.pokemon-card.com/hk/card-img/hk00011695.png,寶可夢,70,Fighting,,,咬住,Fighting,20,,,,,,,Grass,,,1,005,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,saino misaki,潛伏在地洞內，如果有獵物或敵人經過，就會撲出來咬住。 有時會用力過猛而咬壞牙齒。,圓陸鯊 → 尖牙陸鯊 → 烈咬陸鯊 → 烈咬陸鯊ex,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
尖牙陸鯊,1階進化,00011696,https://asia.pokemon-card.com/hk/card-img/hk00011696.png,寶可夢,100,Fighting,,,力量爆破,Fighting,50,選擇1個這隻寶可夢身上附加的能量，將其丟棄。,,,,,,Grass,,,1,006,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,Nisota Niso,偶爾脫皮，鱗片會脫落。含有其成分的藥可以 讓疲勞的身體活力四射。,圓陸鯊 → 尖牙陸鯊 → 烈咬陸鯊 → 烈咬陸鯊ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,能量操作,無
厲害釣竿,,00011699,https://asia.pokemon-card.com/hk/card-img/hk00011699.png,物品卡,,,,,,,,從自己的棄牌區選擇寶可夢卡與基本能量卡合計最多3張，在給對手看過後放回牌庫並重洗。,,,,,,,,,,009,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,Toyste Beach,,,,B+,14.00,Base:7.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 能量回收",無
大地之容器,,00011700,https://asia.pokemon-card.com/hk/card-img/hk00011700.png,物品卡,,,,,,,,這張卡必須將自己的1張手牌丟棄才可使用。<br/><br/> <br/><br/> 從自己的牌庫選擇最多2張基本能量卡，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,010,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,AYUMI ODASHIMA,,,,B+,15.00,Base:7.0|Meta:0.0|Exp:2.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",丟棄效果
好友寶芬,,00011701,https://asia.pokemon-card.com/hk/card-img/hk00011701.png,物品卡,,,,,,,,從自己的牌庫選擇最多2張HP為「70」以下的【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,,,,,,,,,,011,normal,H,戰術牌組「太晶烈咬陸鯊ex」,SVTG,AYUMI ODASHIMA,,,,B,12.00,Base:7.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
巢穴球,,00011702,https://asia.pokemon-card.com/hk/card-img/hk00011702.png,物品卡,,,,,,,,從自己的牌庫選擇1張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,,,,,,,,,,012,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,Toyste Beach,,,,A,19.00,Base:7.0|Meta:5.0|Exp:2.0|Func:2.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
高級球,,00011703,https://asia.pokemon-card.com/hk/card-img/hk00011703.png,物品卡,,,,,,,,這張卡必須將自己的2張手牌丟棄才可使用。<br/> <br/> 從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,013,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,Ayaka Yoshida,,,,A+,21.00,Base:7.0|Meta:5.0|Exp:2.0|Func:4.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",丟棄效果
神奇糖果,,00011704,https://asia.pokemon-card.com/hk/card-img/hk00011704.png,物品卡,,,,,,,,從自己的手牌選擇1張【2階進化】寶可夢卡，放置於自己的場上的可進化成那隻寶可夢的【基礎】寶可夢身上，跳過【1階進化】完成進化。（無法對自己的最初回合與這個回合剛使出的寶可夢使用。）,,,,,,,,,,014,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,Studio Bora Inc.,,,,S+,26.00,Base:7.0|Meta:5.0|Exp:2.0|Func:7.0|Syn:5.0|Eff:0.0|Dmg:0.0|Mod:1.00,進化支援,放置效果
寶可夢交替,,00011705,https://asia.pokemon-card.com/hk/card-img/hk00011705.png,物品卡,,,,,,,,將自己的戰鬥寶可夢與備戰寶可夢互換。,,,,,,,,,,015,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,Studio Bora Inc.,,,,A+,20.00,Base:7.0|Meta:5.0|Exp:2.0|Func:3.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
奇樹,,00011707,https://asia.pokemon-card.com/hk/card-img/hk00011707.png,支援者卡,,,,,,,,雙方玩家各將自己的手牌全部翻回反面並重洗，放回牌庫下方。然後，各從牌庫抽出與自己剩餘獎賞卡的張數相同數量的卡。,,,,,,,,,,017,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,Sanosuke Sakuma,,,,B+,16.00,Base:8.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果, 獎賞控制",無
博士的研究,,00011708,https://asia.pokemon-card.com/hk/card-img/hk00011708.png,支援者卡,,,,,,,,將自己的手牌全部丟棄，從牌庫抽出7張卡。,,,,,,,,,,018,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,kirisAki,,,,A+,20.00,Base:8.0|Meta:5.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
老大的指令,,00011709,https://asia.pokemon-card.com/hk/card-img/hk00011709.png,支援者卡,,,,,,,,選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。,,,,,,,,,,019,normal,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,NC Empire,,,,B+,15.00,Base:8.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
基本【鬥】能量,,00011710,https://asia.pokemon-card.com/hk/card-img/hk00011710.png,基本能量卡,,,,,,,,,,,,,,,,,,FIG,n/a,G,戰術牌組「太晶烈咬陸鯊ex」,SVTG,,,,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
飛天螳螂,基礎,00011733,https://asia.pokemon-card.com/hk/card-img/hk00011733.png,寶可夢,90,Grass,,,切,Colorless,10,,猛擊在地,"Colorless,Colorless",60,在下個自己的回合，這隻寶可夢無法使用「猛擊在地」。,,Fire,,,1,001,normal,H,戰術牌組「巨鉗螳螂ex」,SVTH,Dsuke,雙手的鐮刀鋒利無比，砍斷越多堅硬的東西， 其鋒利程度也會隨之提升。,飛天螳螂 → 巨鉗螳螂 → 劈斧螳螂 → 巨鉗螳螂GX → 巨鉗螳螂ex,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,招式鎖定,無
巨鉗螳螂ex,1階進化,00011734,https://asia.pokemon-card.com/hk/card-img/hk00011734.png,寶可夢,270,Metal,,,鋼翼,"Colorless,Colorless",70,在下個對手的回合，這隻寶可夢受到招式的傷害「-50」點。,十字破壞,"Metal,Metal",120×,將最多2張這隻寶可夢身上附加的【鋼】能量卡丟棄，造成其張數×120點傷害。,,Fire,,Grass,2,002,normal,H,戰術牌組「巨鉗螳螂ex」,SVTH,PLANETA Tsuji,,飛天螳螂 → 巨鉗螳螂 → 劈斧螳螂 → 巨鉗螳螂GX → 巨鉗螳螂ex,ex,A+,20.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"傷害效果, 其他效果, 棄牌區傷害加成, 能量操作",無
鐵啞鈴,基礎,00011735,https://asia.pokemon-card.com/hk/card-img/hk00011735.png,寶可夢,70,Metal,,,豎爪,Metal,10,,鐵之衝撞,"Metal,Colorless,Colorless",50,這隻寶可夢也受到10點傷害。,,Fire,,Grass,1,003,normal,H,戰術牌組「巨鉗螳螂ex」,SVTH,hatachu,會從臀部放出磁力將敵人迅猛地吸到身邊， 再以銳利的爪子刺穿對方。,鐵啞鈴 → 金屬怪 → 巨金怪 → 巨金怪GX,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,反噬傷害,無
金屬怪,1階進化,00011736,https://asia.pokemon-card.com/hk/card-img/hk00011736.png,寶可夢,100,Metal,金屬製造者,在自己的回合時可使用1次。查看自己的牌庫上方4張卡，從其中選擇任意數量的「基本【鋼】能量」卡，以任意方式附於自己的寶可夢身上。將剩餘卡全部翻回反面並重洗，放回牌庫下方。,光束,"Metal,Colorless,Colorless",60,,,,,,,Fire,,Grass,2,004,normal,H,戰術牌組「巨鉗螳螂ex」,SVTH,Nobuhiro Imagawa,由２隻鐵啞鈴以磁力結合而成。因為有２個大腦， 精神力量也強化成２倍了。,鐵啞鈴 → 金屬怪 → 巨金怪 → 巨金怪GX,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,搜索效果,無
席多藍恩,基礎,00011737,https://asia.pokemon-card.com/hk/card-img/hk00011737.png,寶可夢,140,Metal,灼熱之軀,這隻寶可夢在戰鬥場上受到對手的寶可夢招式的傷害時，將使用招式的寶可夢【灼傷】。,鋼鐵爆炸,"Metal,Colorless,Colorless",50×,將這隻寶可夢身上附加的【鋼】能量卡全部丟棄，造成其張數×50點傷害。,,,,,,Fire,,Grass,4,005,normal,H,戰術牌組「巨鉗螳螂ex」,SVTH,AKIRA EGAWA,棲息在火山的洞穴裡。<br/>以十字形的爪子勾住<br/>牆壁或洞頂爬行。,席多藍恩,,A+,22.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:8.0|Mod:1.00,"傷害效果, 其他效果, 棄牌區傷害加成, 能量操作",無
厲害釣竿,,00011740,https://asia.pokemon-card.com/hk/card-img/hk00011740.png,物品卡,,,,,,,,從自己的棄牌區選擇寶可夢卡與基本能量卡合計最多3張，在給對手看過後放回牌庫並重洗。,,,,,,,,,,008,normal,G,戰術牌組「巨鉗螳螂ex」,SVTH,Toyste Beach,,,,B+,14.00,Base:7.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 能量回收",無
好友寶芬,,00011741,https://asia.pokemon-card.com/hk/card-img/hk00011741.png,物品卡,,,,,,,,從自己的牌庫選擇最多2張HP為「70」以下的【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,,,,,,,,,,009,normal,H,戰術牌組「巨鉗螳螂ex」,SVTH,AYUMI ODASHIMA,,,,B,12.00,Base:7.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
巢穴球,,00011742,https://asia.pokemon-card.com/hk/card-img/hk00011742.png,物品卡,,,,,,,,從自己的牌庫選擇1張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,,,,,,,,,,010,normal,G,戰術牌組「巨鉗螳螂ex」,SVTH,Toyste Beach,,,,A,19.00,Base:7.0|Meta:5.0|Exp:2.0|Func:2.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
高級球,,00011743,https://asia.pokemon-card.com/hk/card-img/hk00011743.png,物品卡,,,,,,,,這張卡必須將自己的2張手牌丟棄才可使用。<br/> <br/> 從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,011,normal,G,戰術牌組「巨鉗螳螂ex」,SVTH,Ayaka Yoshida,,,,A+,21.00,Base:7.0|Meta:5.0|Exp:2.0|Func:4.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",丟棄效果
寶可夢交替,,00011744,https://asia.pokemon-card.com/hk/card-img/hk00011744.png,物品卡,,,,,,,,將自己的戰鬥寶可夢與備戰寶可夢互換。,,,,,,,,,,012,normal,G,戰術牌組「巨鉗螳螂ex」,SVTH,Studio Bora Inc.,,,,A+,20.00,Base:7.0|Meta:5.0|Exp:2.0|Func:3.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
硬硬束帶,,00011745,https://asia.pokemon-card.com/hk/card-img/hk00011745.png,寶可夢道具,,,,,,,,附有這張卡的【1階進化】寶可夢，受到對手的寶可夢招式的傷害「-30」點。,,,,,,,,,,013,normal,G,戰術牌組「巨鉗螳螂ex」,SVTH,Toyste Beach,,,,B,13.00,Base:6.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,進化支援,無
奇樹,,00011747,https://asia.pokemon-card.com/hk/card-img/hk00011747.png,支援者卡,,,,,,,,雙方玩家各將自己的手牌全部翻回反面並重洗，放回牌庫下方。然後，各從牌庫抽出與自己剩餘獎賞卡的張數相同數量的卡。,,,,,,,,,,015,normal,G,戰術牌組「巨鉗螳螂ex」,SVTH,Sanosuke Sakuma,,,,B+,16.00,Base:8.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果, 獎賞控制",無
博士的研究,,00011748,https://asia.pokemon-card.com/hk/card-img/hk00011748.png,支援者卡,,,,,,,,將自己的手牌全部丟棄，從牌庫抽出7張卡。,,,,,,,,,,016,normal,G,戰術牌組「巨鉗螳螂ex」,SVTH,kirisAki,,,,A+,20.00,Base:8.0|Meta:5.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
老大的指令,,00011749,https://asia.pokemon-card.com/hk/card-img/hk00011749.png,支援者卡,,,,,,,,選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。,,,,,,,,,,017,normal,G,戰術牌組「巨鉗螳螂ex」,SVTH,NC Empire,,,,B+,15.00,Base:8.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
全金屬實驗室,,00011750,https://asia.pokemon-card.com/hk/card-img/hk00011750.png,競技場卡,,,,,,,,雙方的【鋼】寶可夢，受到對手的寶可夢招式的傷害「-30」點。,,,,,,,,,,018,normal,H,戰術牌組「巨鉗螳螂ex」,SVTH,AYUMI ODASHIMA,,,,C+,10.00,Base:6.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,屬性防禦,無
基本【鋼】能量,,00011751,https://asia.pokemon-card.com/hk/card-img/hk00011751.png,基本能量卡,,,,,,,,,,,,,,,,,,MET,n/a,G,戰術牌組「巨鉗螳螂ex」,SVTH,,,,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
小火龍,基礎,00011623,https://asia.pokemon-card.com/hk/card-img/hk00011623.png,寶可夢,70,Fire,,,全部燒光,Fire,,將場上的競技場卡丟棄。,吐火,"Fire,Fire",30,,,Water,,,1,001,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,GIDORA,從出生時開始尾巴上<br/>就有火焰在燃燒。<br/>火焰熄滅時，生命也會結束。,小火龍 → 火恐龍 → 噴火龍 → 噴火龍GX → 噴火龍ex,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,競技場效果
火恐龍,1階進化,00011624,https://asia.pokemon-card.com/hk/card-img/hk00011624.png,寶可夢,90,Fire,閃焰之幕,這隻寶可夢不會受到對手的寶可夢使用招式的效果的影響。,烈焰,"Fire,Fire",50,,,,,,,Water,,,2,002,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,Tonji Matsuno,如果牠在戰鬥中亢奮起來，<br/>就會噴出灼熱的火焰，<br/>把周圍的東西燒得一乾二淨。,小火龍 → 火恐龍 → 噴火龍 → 噴火龍GX → 噴火龍ex,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,效果免疫,無
火焰鳥,基礎,00011626,https://asia.pokemon-card.com/hk/card-img/hk00011626.png,寶可夢,120,Fire,閃焰浮游,若這隻寶可夢身上附有【火】能量卡，則這隻寶可夢【撤退】所需的能量全部消除。,爆燃飛行,"Fire,Fire,Fire",,將2個這隻寶可夢身上附加的【火】能量丟棄，對手的1隻備戰寶可夢受到120點傷害。[在備戰區不計算弱點・抵抗力。],,,,,,Lightning,,Fighting,2,004,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,KEIICHIRO ITO,相傳牠會以美麗燃燒的<br/>翅膀照亮山路，救助在<br/>山中遇險的人。,火焰鳥,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"撤退干擾, 能量操作, 連鎖傷害","丟棄效果, 撤退效果"
噴火龍ex,2階進化,00011628,https://asia.pokemon-card.com/hk/card-img/hk00011628.png,寶可夢,330,Darkness,煉獄支配,在自己的回合，從手牌使出這張卡並完成進化時，可使用1次。從自己的牌庫選擇最多3張「基本【火】能量」卡，以任意方式附於自己的寶可夢身上。並且重洗牌庫。,燃燒黑暗,"Fire,Fire",180+,增加對手已經獲得的獎賞卡的張數×30點傷害。,,,,,,Grass,,,2,006,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,5ban Graphics,,小火龍 → 火恐龍 → 噴火龍 → 噴火龍GX → 噴火龍ex,"太晶,ex",S,23.00,Base:5.0|Meta:0.0|Exp:2.0|Func:10.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"搜索效果, 棄牌區傷害加成, 獎賞控制",進化效果
厲害釣竿,,00011631,https://asia.pokemon-card.com/hk/card-img/hk00011631.png,物品卡,,,,,,,,從自己的棄牌區選擇寶可夢卡與基本能量卡合計最多3張，在給對手看過後放回牌庫並重洗。,,,,,,,,,,009,normal,H,戰術牌組「太晶噴火龍ex」,SVTL,Toyste Beach,,,,B+,14.00,Base:7.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 能量回收",無
好友寶芬,,00011632,https://asia.pokemon-card.com/hk/card-img/hk00011632.png,物品卡,,,,,,,,從自己的牌庫選擇最多2張HP為「70」以下的【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,,,,,,,,,,010,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,AYUMI ODASHIMA,,,,B,12.00,Base:7.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
巢穴球,,00011633,https://asia.pokemon-card.com/hk/card-img/hk00011633.png,物品卡,,,,,,,,從自己的牌庫選擇1張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,,,,,,,,,,011,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,Toyste Beach,,,,A,19.00,Base:7.0|Meta:5.0|Exp:2.0|Func:2.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
高級球,,00011634,https://asia.pokemon-card.com/hk/card-img/hk00011634.png,物品卡,,,,,,,,這張卡必須將自己的2張手牌丟棄才可使用。<br/> <br/> 從自己的牌庫選擇1張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,012,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,Ayaka Yoshida,,,,A+,21.00,Base:7.0|Meta:5.0|Exp:2.0|Func:4.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",丟棄效果
神奇糖果,,00011635,https://asia.pokemon-card.com/hk/card-img/hk00011635.png,物品卡,,,,,,,,從自己的手牌選擇1張【2階進化】寶可夢卡，放置於自己的場上的可進化成那隻寶可夢的【基礎】寶可夢身上，跳過【1階進化】完成進化。（無法對自己的最初回合與這個回合剛使出的寶可夢使用。）,,,,,,,,,,013,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,Studio Bora Inc.,,,,S+,26.00,Base:7.0|Meta:5.0|Exp:2.0|Func:7.0|Syn:5.0|Eff:0.0|Dmg:0.0|Mod:1.00,進化支援,放置效果
寶可裝置3.0,,00011636,https://asia.pokemon-card.com/hk/card-img/hk00011636.png,物品卡,,,,,,,,查看自己的牌庫上方7張卡。選擇其中1張支援者卡，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。,,,,,,,,,,014,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,Toyste Beach,,,,B+,14.00,Base:7.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果, 牌庫操作",無
寶可夢交替,,00011637,https://asia.pokemon-card.com/hk/card-img/hk00011637.png,物品卡,,,,,,,,將自己的戰鬥寶可夢與備戰寶可夢互換。,,,,,,,,,,015,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,Studio Bora Inc.,,,,A+,20.00,Base:7.0|Meta:5.0|Exp:2.0|Func:3.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
不服輸頭帶,,00011638,https://asia.pokemon-card.com/hk/card-img/hk00011638.png,寶可夢道具,,,,,,,,若自己剩餘獎賞卡的張數比對手剩餘獎賞卡的張數多，則附有這張卡的寶可夢使用的招式，對對手的戰鬥寶可夢造成的傷害「+30」點。,,,,,,,,,,016,normal,G,戰術牌組「太晶噴火龍ex」,SVTL,inose yukie,,,,B,12.00,Base:6.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"HP提升, 傷害效果, 獎賞控制",無
